name,price,original_price,image_url,description,category,brand,predicted_style
皺皺紋理木耳邊造型短版上衣-白,100,NT. 390,https://photo.queenshop.com.tw/01098965/01098965-03.jpg,皺皺紋理木耳邊造型短版上衣選用有彈性柔軟布料皺皺紋理 單穿也時髦有型彈性面料 合適所有身型簡單搭配褲裝 打造簡約時尚穿搭LOOK!,上衣,QueenShop,"['簡約', '日系']"
抽繩大口袋工裝牛仔褲 兩色售 1/2/3,670,NT. 890,https://photo.queenshop.com.tw/04011822/04011822-02.jpg,抽繩大口袋工裝牛仔褲選用有挺度舒適透氣的牛仔布料褲口抽繩設計 可以自由改變褲子廓型多個真口袋造型 方便實用又好看上身簡單搭配T恤 展現輕鬆凹豆Look!,下身,QueenShop,"['工裝', '休閒']"
簡約方釦皮帶,150,NT. 160,https://photo.queenshop.com.tw/07100081/07100081-99.jpg,簡約方釦皮帶有時穿上牛仔褲總覺得少了一點配件只要把皮帶系上瞬間率性好看一點小配件就是可以畫龍點睛讓你的穿搭更完美,配件,QueenShop,['簡約']
拼接設計口袋短袖襯衫 兩色售 1/2,300,NT. 680,https://photo.queenshop.com.tw/01025319/01025319-27.jpg,拼接設計口袋短袖襯衫選用舒適有挺度的純棉面料前真口袋設計 方便實用又有型多拼接造型 增添整體設計感簡單搭配工裝褲 穿出時尚凹透穿搭!,上衣,QueenShop,"['工裝', '休閒']"
女裝 腰抽繩細肩工裝洋裝 兩色售,350,NT. 790,https://photo.queenshop.com.tw/01087057/01087057-02.jpg,女裝 腰抽繩細肩工裝洋裝 選用100%的純棉面料腰抽繩 細節滿滿可調節肩帶 調整自己喜愛的長度母女一起穿 隨意搭配搭好看!,連身,QueenShop,"['工裝', '休閒']"
立體緹花拼接坑條透膚袖上衣-杏,170,NT. 690,https://photo.queenshop.com.tw/01098955/01098955-12.jpg,立體緹花拼接坑條透膚袖上衣選用舒適柔軟的親膚面料立體緹花 質感滿滿袖坑條透膚造型 增添整體設計感搭配洋裝 展現浪漫甜美氛圍！,上衣,QueenShop,"['甜美', '優雅']"
剪接大口袋造型刷刷短褲 1/2/3/4,200,NT. 690,https://photo.queenshop.com.tw/04130294/04130294-99.jpg,剪接大口袋造型刷刷短褲選用透氣網布尼龍的刷刷面料大口袋造型 兼具外觀與機能寬版版型 合適任何身型搭配T恤 輕鬆展現休閒LOOK!,下身,QueenShop,"['運動風', '休閒']"
配色腰封圓領T 兩色售,220,NT. 290,https://photo.queenshop.com.tw/01036525/01036525-05.jpg,Made in Korea配色腰封圓領T舒服的棉質觸感一體成形的腰封讓妳輕鬆又有型搭配牛仔褲就簡約好看呦！,上衣,QueenShop,"['韓系', '簡約']"
素面U領側開衩細肩長洋裝-白,380,NT. 690,https://photo.queenshop.com.tw/01087051/01087051-03.jpg,素面U領側開衩細肩長洋裝選用舒適有挺度的西裝布料U領設計 小露鎖骨小露性感側開衩設計 方便活動同時又有型外搭西裝外套 展現氣質優雅穿搭~,連身,QueenShop,"['簡約', '優雅']"
女裝 親子系列 撞色立體口袋設計調節長裙,400,NT. 780,https://photo.queenshop.com.tw/03021204/03021204-99.jpg,女裝 親子系列 撞色立體口袋設計調節長裙挺感斜紋布純棉面料立體舒適腰部調節帶設計增加層次感A字傘擺裙版型率性修身立體口袋撞色拼接造型俏皮可愛母女一起穿隨性搭配都簡約好看!,下身,QueenShop,"['日系', '休閒']"
質感編織素面造型燈罩帽 三色售,150,NT. 590,https://photo.queenshop.com.tw/07020921/07020921-08.jpg,質感編織素面造型燈罩帽細膩線圈勾勒質感滿滿燈罩式版型修飾頭部大小百搭色系休閒或是正式場合都好配戴簡單搭配就時尚好看！,配件,QueenShop,"['休閒', '簡約']"
純棉素面中筒襪 十色售,100,NT. 79,https://photo.queenshop.com.tw/07110428/07110428-01.jpg,Made in Korea純棉素面中筒襪舒適親膚純棉質感素面百搭基本款多種顏色任意搭配低調純色系展現靜謐中的美感,配件,QueenShop,"['簡約', '休閒']"
特殊剪接設計後中線造型上衣 四色售,350,NT. 390,https://photo.queenshop.com.tw/01097741/01097741-01.jpg,特殊剪接設計後中線造型上衣選用舒適柔軟的純棉面料彈性面料與寬版版型 穿脫方便自在縫份外露與後中線造型讓整體看起來有趣不無聊搭配褲裝就舒適自在又有型!,上衣,QueenShop,"['簡約', '休閒']"
特殊暈染網紗造型短版上衣 兩色售,100,NT. 390,https://photo.queenshop.com.tw/01098036/01098036-01.jpg,特殊暈染網紗造型短版上衣選用柔軟舒適的人造衣料特殊暈染造型增添整體質感鏤空造型若隱若現層次分明簡單搭配褲裝裙裝就個性有型！,上衣,QueenShop,"['韓系', '性感']"
光澤感雙層透膚無領襯衫-灰,120,NT. 590,https://photo.queenshop.com.tw/01099002/01099002-02.jpg,光澤感雙層透膚無領襯衫選用柔軟光澤透膚面料雙層設計增添視覺層次感寬版剪裁 合適所有身型簡單搭配褲裝 打造簡約俐落穿搭,上衣,QueenShop,"['簡約', '優雅']"
素面側開岔寬版圓領短上衣-深灰,160,NT. 490,https://photo.queenshop.com.tw/01190202/01190202-27.jpg,素面圓領設計寬版短上衣選用舒適柔軟的混紡面料素面圓領設計 簡約不失細節兼具舒適與耐穿特性輕鬆修飾身形 打造俐落比例,上衣,QueenShop,"['簡約', '休閒']"
P/D幽靈 拿花幽靈印圖寬版短袖上衣 兩色售,210,NT. 590,https://photo.queenshop.com.tw/01190256/01190256-05.jpg,P/D幽靈 拿花幽靈印圖寬版短袖上衣選用透氣舒適純棉面料可愛花花造型 增添穿搭小亮點寬版版型 合適所有身型夏日感滿滿繽紛色系設計,上衣,QueenShop,"['日系', '休閒']"
側口袋設計工裝短褲 三色售 S/M/L/XL,250,NT. 690,https://photo.queenshop.com.tw/04130239/04130239-01.jpg,側口袋設計工裝短褲男裝系列選用滑面親膚舒適面料多口袋設計機能實用工裝五分短褲褲型透氣好穿搭配長襪涼鞋或球鞋就很休閒率性,下身,QueenShop,"['工裝', '休閒']"
男裝 直條紋側開衩寬版襯衫 兩色售 M/L/XL,200,NT. 690,https://photo.queenshop.com.tw/01025594/01025594-12.jpg,男裝 直條紋側開衩寬版襯衫選用舒適透氣的純棉布料直條紋外型 為穿搭增添日系文青氣息側邊下擺小開衩 充滿設計小巧思搭配牛仔褲 展現青春活力Look~,上衣,QueenShop,"['日系', '休閒']"
擦肩棒球袖設計寬版上衣 四色售,400,NT. 480,https://photo.queenshop.com.tw/01039602/01039602-01.jpg,擦肩棒球袖設計寬版上衣舒適柔軟的親膚面料搭配擦肩棒球袖設計基本圓領修飾臉部線條寬鬆大版版型不挑身形任何人皆合適隨性搭配下身都很好看~,上衣,QueenShop,"['運動風', '休閒']"
剪接車線造型坑條合身上衣-奶茶,200,NT. 390,https://photo.queenshop.com.tw/01098131/01098131-A0.jpg,剪接車線造型坑條合身上衣選用柔軟親膚的人造面料彈性極佳穿脫自在方便微合身版型可當內搭上衣簡單搭配洋裝或是襯衫就好看輕鬆穿出高級時尚感！,上衣,QueenShop,"['簡約', '日系']"
側大口袋防潑水工裝長褲 三色售 S/M/L/XL,350,NT. 790,https://photo.queenshop.com.tw/04101773/04101773-01.jpg,側大口袋防潑水工裝長褲男裝系列選用機能感刷刷布面料微防潑水適應各種天氣側大口袋方便實用造型率性多尺寸合適各種身形穿搭基本實穿工裝長褲隨性搭配都好看,下身,QueenShop,"['工裝', '戶外']"
高腰側邊打褶造型寬版長褲-灰 S/M/L,520,NT. 790,https://photo.queenshop.com.tw/04110577/04110577-02.jpg,高腰側邊打褶造型寬版長褲選用親膚有挺度的純棉布料寬版版型 修飾下身合適任何身形側邊打褶造型 為穿搭增添立體度上身搭配背心 展現夏日時尚穿搭~,下身,QueenShop,"['日系', '休閒']"
復古金屬點點圓框墨鏡 兩色售,50,NT. 490,https://photo.queenshop.com.tw/07070189/07070189-01.jpg,Designed in Korea Made in China復古金屬點點圓框墨鏡弧形鏡腳設計 舒適不刮耳圓框造型 修飾臉部線條金屬點點裝飾 為整體增添亮點時髦百搭 是夏日必備的實用單品!,配件,QueenShop,"['復古', '韓系']"
鈕扣大口袋排釦短袖襯衫 三色售1/2,200,NT. 590,https://photo.queenshop.com.tw/01025528/01025528-02.jpg,鈕扣大口袋排釦短袖襯衫選用柔軟親膚面料前雙口帶附鈕扣設計 出門便利又安心寬版剪裁 合適任何身型簡單搭配褲裝 打造清爽率性風LOOK!,上衣,QueenShop,"['簡約', '休閒']"
男裝 撞色壓線雙口袋牛仔襯衫 M/L/XL,600,NT. 890,https://photo.queenshop.com.tw/01025557/01025557-99.jpg,男裝 撞色壓線雙口袋牛仔襯衫選用厚度適中 透氣又有挺度的牛仔布料撞色壓線設計 讓整體穿搭多一絲明亮氣息雙口袋造型 兼具外觀設計感與實用性下身搭配牛仔褲 展現率性套裝Look!,上衣,QueenShop,"['街頭', '工裝']"
V領單口袋排釦洗水外套 兩色售,750,NT. 790,https://photo.queenshop.com.tw/02071495/02071495-02.jpg,V領單口袋排釦洗水外套選用舒適柔軟的水洗面料V領設計 修飾臉部與肩頸線條單口袋造型 不對稱更顯特別搭配褲裝或裙裝都休閒好看~,上衣,QueenShop,"['休閒', '簡約']"
渲染網紗側開衩寬版長褲,270,NT. 690,https://photo.queenshop.com.tw/04101931/04101931-99.jpg,渲染網紗側開衩寬版長褲選用輕盈透氣的網紗面料寬版版型與全鬆緊腰頭 合適任何身形貼心內裡設計 穿起來舒適又安心上身搭配短版上衣 展現高級質感Look!,下身,QueenShop,"['街頭', '休閒']"
水洗不收邊設計漁夫帽 三色售,100,NT. 590,https://photo.queenshop.com.tw/07020913/07020913-11.jpg,Made in Korea水洗不收邊設計漁夫帽選用舒適有挺度的純棉面料帽沿內有鐵絲 可自由變化造型不收邊設計 為整體增添率性氣息簡單搭配 展現輕鬆休閒穿搭~,配件,QueenShop,"['休閒', '韓系']"
編織配色太陽花漁夫草帽 兩色售,150,NT. 490,https://photo.queenshop.com.tw/07020923/07020923-03.jpg,編織配色太陽花漁夫草帽漁夫帽版型 修飾臉部線條編織造型 更加通風透氣配色太陽花 可愛又有型是時尚女孩的夏日必備單品~,配件,QueenShop,"['日系', '休閒']"
光澤感坑條造型背心式套裝-可可,300,NT. 790,https://photo.queenshop.com.tw/01086765/01086765-13.jpg,光澤感坑條造型背心式套裝質感輕薄的親膚面料坑條布料增添整體造型感光澤感設計質感滿滿簡單一件式穿搭就時髦有型也可以分開搭配穿出不同時尚感！,連身,QueenShop,"['簡約', '歐美']"
光澤暈染單綁帶細肩長洋裝-黑,320,NT. 690,https://photo.queenshop.com.tw/01087062/01087062-01.jpg,光澤暈染單綁帶細肩長洋裝選用柔軟光澤面料單綁肩帶設計小巧思 可任意調節長度附有貼心內裡 單穿也安心簡單搭配素面高領 輕鬆展現清爽感氣質穿搭!,連身,QueenShop,"['優雅', '簡約']"
剪接車線造型坑條合身上衣-米白,200,NT. 390,https://photo.queenshop.com.tw/01098129/01098129-11.jpg,剪接車線造型坑條合身上衣選用柔軟親膚的人造面料彈性極佳穿脫自在方便微合身版型可當內搭上衣簡單搭配洋裝或是襯衫就好看輕鬆穿出高級時尚感！,上衣,QueenShop,"['簡約', '日系']"
抓皺後綁帶美背細肩背心-白,100,NT. 590,https://photo.queenshop.com.tw/01098308/01098308-03.jpg,抓皺後綁帶美背細肩背心-黑選用透氣有挺度的混紡面料前抓皺造型 有立體感又亮眼後鏤空綁帶設計 小露美背小露性感搭配褲裝或裙裝都精緻時尚~,上衣,QueenShop,"['性感', '韓系']"
洞洞鏤空造型長版針織背心-白,200,NT. 590,https://photo.queenshop.com.tw/01150391/01150391-03.jpg,洞洞鏤空造型長版針織背心選用舒適柔軟的親膚面料圓領剪裁修飾臉部曲線寬鬆版型不挑身形任何人皆合適簡單內搭平口就好看也可以內搭洋裝增添整體層次感！,上衣,QueenShop,"['簡約', '休閒']"
男裝 Understand造型寬版上衣 兩色售 S-XL,310,NT. 590,https://photo.queenshop.com.tw/01190181/01190181-06.jpg,男裝 Understand造型寬版上衣選用親膚柔軟的純棉面料Understand文字印圖 細節滿滿寬版版型 合適任何身型基本素面設計 輕鬆駕馭各種穿搭風格,上衣,QueenShop,"['日系', '休閒']"
寬片片 袖綁帶設計印圖寬版上衣,270,NT. 590,https://photo.queenshop.com.tw/01190211/01190211-99.jpg,寬片片 袖綁帶設計印圖寬版上衣選用舒適柔軟又透氣的100%純棉布料袖綁帶設計 精緻又能增添造型變化度女孩唱歌印圖 跟著一起享受夏日風情搭配裙裝 展現青春俏皮Look!,上衣,QueenShop,"['日系', '甜美']"
P/D幽靈 洗舊感幽靈印圖寬版上衣 1/2,370,NT. 690,https://photo.queenshop.com.tw/01190277/01190277-99.jpg,P/D幽靈 洗舊感幽靈印圖寬版上衣選用100%純棉布料 穿起來舒適又透氣寬版版型 合適任何人同時修飾身形洗舊感設計 為穿搭增添復古風格下身搭配牛仔褲 展現休閒率性Look~,上衣,QueenShop,"['復古', '休閒']"
腰頭蕾絲花邊緞面長裙-白 S/M/L,350,NT. 590,https://photo.queenshop.com.tw/03021617/03021617-03.jpg,腰頭蕾絲花邊緞面長裙選用滑順柔軟有垂墜度的布料緞面設計 隨意擺動都散發光澤腰頭蕾絲花邊設計 打造穿搭上的小心機上衣搭配合身短T 展現簡約時尚穿搭~,下身,QueenShop,"['簡約', '優雅']"
前多打褶設計西裝寬褲-黑 S/M/L,490,NT. 690,https://photo.queenshop.com.tw/04110564/04110564-01.jpg,前多打褶設計西裝寬褲選用舒適不易皺的西裝面料寬版版型 修飾腿部線條前多打褶設計 增添整體層次度上身搭配西裝外套 展現正式套裝Look!,下身,QueenShop,"['正裝', '簡約']"
單口袋設計工裝挺版休閒襯衫 兩色售 M/L,200,NT. 690,https://photo.queenshop.com.tw/01025318/01025318-01.jpg,單口袋設計工裝挺版休閒襯衫男裝系列選用舒適柔軟的親膚面料洞洞鏤空設計 增添整體層次度雙口袋造型 方便實用又好看內搭素T 層次堆穿搭有型！,上衣,QueenShop,"['工裝', '休閒']"
柏心聯名 蕾絲蛋糕造型細肩長洋裝-白 S/M,660,NT. 1280,https://photo.queenshop.com.tw/01087015/01087015-03.jpg,柏心聯名 蕾絲蛋糕造型細肩長洋裝選用舒適柔軟的親膚面料精緻蕾絲花邊細節 增添整體浪漫氛圍裙擺蛋糕層次設計 營造出輕盈飄逸感簡單搭配 為日常穿搭增添一抹浪漫氣息,連身,QueenShop,"['優雅', '甜美']"
質感撞色鏤空造型無袖外罩洋裝 兩色售,300,NT. 690,https://photo.queenshop.com.tw/01098106/01098106-06.jpg,質感撞色鏤空造型無袖外罩洋裝 選用舒適柔軟的親膚面料鏤空設計線圈勾勒質感滿滿撞色染色布料增添整體設計感側開岔剪裁讓整體身形更纖細簡單搭配褲裝裙裝就好看時髦！,連身,QueenShop,"['日系', '簡約']"
後挖洞扭結造型針織削肩背心 三色售,250,NT. 590,https://photo.queenshop.com.tw/01150398/01150398-01.jpg,後挖洞扭結造型針織削肩背心選用親膚柔軟的舒適面料後挖洞扭結造型增添整體設計感立體毛毛感材質垂墜線條質感唯美簡單單穿就好看有型也可以內加洋裝穿出多層次穿搭LOOK！,上衣,QueenShop,"['簡約', '甜美']"
字母印圖水洗寬版上衣 三色售,400,NT. 780,https://photo.queenshop.com.tw/01190046/01190046-01.jpg,字母印圖水洗寬版上衣選用親膚有挺度的純棉面料寬版版型 合適任何身形勵志字母印圖 為生活帶來鼓舞下身搭配牛仔褲 穿出休閒日常穿搭~,上衣,QueenShop,"['休閒', '街頭']"
素面側開岔寬版圓領短上衣-杏,160,NT. 490,https://photo.queenshop.com.tw/01190200/01190200-12.jpg,素面圓領設計寬版短上衣選用舒適柔軟的混紡面料素面圓領設計 簡約不失細節兼具舒適與耐穿特性輕鬆修飾身形 打造俐落比例,上衣,QueenShop,"['簡約', '休閒']"
方頭真牛皮皮帶,200,NT. 160,https://photo.queenshop.com.tw/07100083/07100083-99.jpg,方頭真牛皮皮帶質感滿分方頭皮帶簡單的造型很好搭配皮革是屬於軟軟的不會很僵硬不好配戴善用一些小小配件讓你的穿搭更完整,配件,QueenShop,"['簡約', '休閒']"
織紋排釦針織平口上衣-奶茶,150,NT. 490,https://photo.queenshop.com.tw/01098120/01098120-A0.jpg,織紋排釦針織平口上衣選用舒適柔軟的針織面料排釦設計 穿脫方便又可做造型變化織紋造型 為整體增添設計感內搭透膚上衣 穿出多層次氣質風~,上衣,QueenShop,"['韓系', '優雅']"
洗舊感剪接抽繩低腰牛仔褲 S/M,700,NT. 790,https://photo.queenshop.com.tw/04011790/04011790-99.jpg,洗舊感剪接抽繩低腰牛仔褲選用經典牛仔面料 有挺度好穿又好搭洗舊剪接造型 細節滿滿腰頭抽繩設計 可自由調整至舒適鬆緊度上身搭配合身上衣 展現率性甜辣風格~,下身,QueenShop,"['街頭', '甜美']"
壓線口袋束口工裝長褲 兩色售 1/2/3,350,NT. 790,https://photo.queenshop.com.tw/04090390/04090390-01.jpg,壓線口袋束口工裝長褲選用舒適有挺度的刷刷面料褲管束口設計 修飾腿部線條壓線口袋造型 方便實用又有型上身搭配T恤與背心 穿出戶外輕鬆穿搭!,下身,QueenShop,"['工裝', '戶外']"
單色布帶設計編織草帽 兩色售,150,NT. 490,https://photo.queenshop.com.tw/07020829/07020829-01.jpg,單色布帶設計編織草帽硬挺草編面料有型俐落單色布帶設計巧思點綴春夏輕旅行戶外郊遊帽子是最佳造型好單品~,配件,QueenShop,"['戶外', '休閒']"
粗編織造型漁夫草帽 兩色售,150,NT. 590,https://photo.queenshop.com.tw/07020836/07020836-05.jpg,Made in Korea粗編織造型漁夫草帽春夏輕旅行戶外郊遊帽子是最佳造型好單品粗編織造型增添整體清涼感隨性搭配展現休閒清涼LOOK~,配件,QueenShop,"['休閒', '戶外']"
撞色木耳邊直紋透膚中筒襪 三色售,50,NT. 150,https://photo.queenshop.com.tw/07110538/07110538-01.jpg,Made in Korea撞色木耳邊直紋透膚中筒襪選用柔軟親膚的舒適面料中筒版型 修飾腿部線條撞色木耳邊造型 增添整體設計感搭配涼鞋 穿出優雅質感風!,配件,QueenShop,"['韓系', '優雅']"
棉麻古巴領造型短袖襯衫 兩色售 S-XL,310,NT. 790,https://photo.queenshop.com.tw/01025393/01025393-01.jpg,棉麻古巴領造型短袖襯衫男裝系列選用棉麻面料 帶有挺度又透氣古巴領設計 經典好搭配側面小開衩 方便活動又有型開釦搭配背心或T恤 就簡約有層次感!,上衣,QueenShop,"['日系', '休閒']"
質感素面平領細肩背心-綠,100,NT. 290,https://photo.queenshop.com.tw/01098285/01098285-08.jpg,質感素面平領細肩背心選用100%純棉面料 舒適好穿好搭平領設計 修飾肩頸與臉部線條素面設計 五色都百搭又實穿搭配襯衫或西裝外套 展現夏日正式有型Look~,上衣,QueenShop,"['簡約', '休閒']"
素面坑條兩件式針織上衣-米白,350,NT. 790,https://photo.queenshop.com.tw/01140050/01140050-11.jpg,素面坑條兩件式針織上衣選用舒適有彈性的針織面料兩件式設計 可自由選擇穿搭素面造型 百搭又實穿搭配褲裝或裙裝都氣質浪漫~,上衣,QueenShop,"['日系', '簡約']"
P/D幽靈 魔法師幽靈印圖短版上衣,120,NT. 490,https://photo.queenshop.com.tw/01190254/01190254-99.jpg,P/D幽靈 魔法師幽靈印圖短版上衣選用透氣舒適純棉面料魔法師幽靈設計 增添俏皮神秘氣息短版剪裁 拉長身型比例輕鬆搭配高腰單品 展現俐落活力,上衣,QueenShop,"['日系', '街頭']"
繽紛百褶造型針織肩背包 八色售,230,NT. 490,https://photo.queenshop.com.tw/06010433/06010433-01.jpg,Made in Korea繽紛百褶造型針織肩背包柔軟輕巧針織材質搭配百褶造型 質感又吸睛平常喜歡肩背包的妞妞們 也能入手一咖百褶包 不論是約會、上學、上班、甚至是逛個超市都能背 !,配件,QueenShop,"['韓系', '休閒']"
光澤感蝴蝶結綁帶抽繩肩背包 兩色售,260,NT. 590,https://photo.queenshop.com.tw/06010493/06010493-01.jpg,光澤感蝴蝶結綁帶抽繩肩背包選用舒適柔軟的親膚面料光澤感造型 增添整體設計感肩背包型 空間大又時尚時尚精緻女孩必備包款!,配件,QueenShop,"['甜美', '優雅']"
二稿人頭雙人印花手提布包 兩色售,180,NT. 380,https://photo.queenshop.com.tw/06020115/06020115-LC.jpg,二稿人頭雙人印花手提布包趣味聯名系列簡約實背帆布包有二搞可愛人頭印花也有滿版雙人動作印花創造出恰到好處的迷人吸引力,配件,QueenShop,"['簡約', '休閒']"
糖果色蝴蝶結造型小髮夾 四色售,30,NT. 250,https://photo.queenshop.com.tw/07090363/07090363-04.jpg,糖果色蝴蝶結造型小髮夾圓弧形抓齒 舒適不傷頭皮輕鬆夾起頭髮 簡單就能做造型蝴蝶結造型 跟上近年的流行趨勢是時髦精緻女孩的必備單品!,配件,QueenShop,"['甜美', '日系']"
親子系列 撞色插肩袖造型寬版上衣 三色售,350,NT. 480,https://photo.queenshop.com.tw/01039888/01039888-26.jpg,親子系列 撞色插肩袖造型寬版上衣選用舒適透氣的純棉面料寬版版型設計 不限任何身形撞色插肩袖造型 增添活力氣息搭配短褲 穿出日常凹豆Look!,上衣,QueenShop,"['休閒', '日系']"
質感假兩件削肩Bra Top背心-白,200,NT. 490,https://photo.queenshop.com.tw/01041905/01041905-03.jpg,質感假兩件削肩Bra Top背心選用舒適柔軟的親膚面料假兩件造型 增添整體層次感貼心附Bra設計 穿搭更輕鬆自在下身搭配褲裝 穿出日常質感LOOK!,上衣,QueenShop,"['簡約', '休閒']"
基本素面合身圓領純棉上衣-杏灰 S/M,110,NT. 390,https://photo.queenshop.com.tw/01098815/01098815-75.jpg,基本素面合身圓領純棉上衣選用透氣純棉面料合身剪裁 修飾身型比例圓領版型修飾頸脖線條簡單搭配褲裝 打造簡約俐落穿搭,上衣,QueenShop,['簡約']
立體緹花拼接坑條透膚袖上衣-黑,170,NT. 690,https://photo.queenshop.com.tw/01098956/01098956-01.jpg,立體緹花拼接坑條透膚袖上衣選用舒適柔軟的親膚面料立體緹花 質感滿滿袖坑條透膚造型 增添整體設計感搭配洋裝 展現浪漫甜美氛圍！,上衣,QueenShop,"['甜美', '優雅']"
簡約側邊前胸抓皺寬版背心-灰,120,NT. 490,https://photo.queenshop.com.tw/01150447/01150447-02.jpg,,上衣,QueenShop,['簡約']
抽繩剪接大口袋工裝短褲 兩色售 1/2,250,NT. 680,https://photo.queenshop.com.tw/04130271/04130271-34.jpg,抽繩剪接大口袋工裝短褲選用親膚有挺度的刷刷面料寬版版型與鬆緊腰頭 合適任何身形抽繩剪接大口袋設計 兼具實用與造型上身搭配鏤空襯衫 展現率性凹豆Look!,下身,QueenShop,"['工裝', '休閒']"
編織魚骨夾腳涼鞋 兩色售 36-40,450,NT. 590,https://photo.queenshop.com.tw/05030211/05030211-11.jpg,編織魚骨夾腳涼鞋百搭的大地色系魚骨設計修飾腳型搭配洋裝度假感十足簡單的扣環設計輕鬆穿脫質感好搭配的夏日涼鞋,配件,QueenShop,"['休閒', '度假']"
金屬線條裝飾膠框墨鏡 三色售,50,NT. 490,https://photo.queenshop.com.tw/07070188/07070188-01.jpg,Made in Korea金屬線條裝飾膠框墨鏡窄版樣式 修飾臉部線條鏡腳圓弧設計 戴起來舒適自在金屬線條裝飾 增添整體設計感簡單搭配 展現率性時尚穿搭!,配件,QueenShop,"['韓系', '簡約']"
P/D幽靈 幽靈印圖短版條紋襯衫,150,NT. 590,https://photo.queenshop.com.tw/01025611/01025611-99.jpg,P/D幽靈 幽靈印圖短版條紋襯衫選用舒適柔軟的親膚面料小巧印圖設計 細節滿滿短版剪裁 拉長身型比例搭配牛仔褲 展現夏日率性穿搭,上衣,QueenShop,"['日系', '休閒']"
單口袋剪接設計寬版上衣 三色售 1/2,350,NT. 580,https://photo.queenshop.com.tw/01039890/01039890-08.jpg,單口袋剪接設計寬版上衣選用舒適柔軟的純棉面料前真口袋設計 方便實用又有型胸前與背後剪接造型 增添整體設計感簡單搭配就時尚有型!,上衣,QueenShop,"['休閒', '簡約']"
胸前打褶後抓皺細肩洋裝-藍,350,NT. 890,https://photo.queenshop.com.tw/01086791/01086791-06.jpg,胸前打褶後抓皺細肩洋裝選用透氣舒適的混紡面料胸前打褶設計 增添層次度與設計感後彈性抓皺 畫出腰線更顯修長簡單搭配 展現氣質溫柔Look~,連身,QueenShop,"['優雅', '甜美']"
柏心聯名-蕾絲小花透膚高領上衣-黑,60,NT. 590,https://photo.queenshop.com.tw/01098919/01098919-01.jpg,柏心聯名-蕾絲小花透膚高領上衣選用柔軟親膚面料高領設計 修飾臉部線條滿版蕾絲小花 疊穿任何單品都可愛有型彈性面料 合適所有身型是層次感穿搭的必備百搭單品!,上衣,QueenShop,"['優雅', '甜美']"
男裝 透氣設計基本素面上衣 五色售 S-XL,270,NT. 590,https://photo.queenshop.com.tw/01190179/01190179-01.jpg,男裝 透氣設計基本素面上衣選用100%純棉的面料輕薄高透氣帶來全天候的乾爽舒適寬版版型 合適任何身型基本素面設計 輕鬆駕馭各種穿搭風格,上衣,QueenShop,"['簡約', '休閒']"
果凍色水滴透明兩件組髮夾 三色售,40,NT. 250,https://photo.queenshop.com.tw/07090398/07090398-LC.jpg,Made in Korea果凍色水滴透明兩件組髮夾選用不易髒不易壞的壓克力材質金屬壓夾設計 有質感不易脫落果凍色透明感 質感又可愛是精緻時髦女孩的必備搭配單品!,配件,QueenShop,"['韓系', '甜美']"
男裝 經典格紋排釦寬版襯衫 M/L/XL,420,NT. 790,https://photo.queenshop.com.tw/01025526/01025526-99.jpg,男裝 經典格紋排釦寬版襯衫選用100%純棉面料經典格紋設計 時髦百搭多種尺寸選擇 合適所有身型可單穿也可綁腰 點綴整體穿搭,上衣,QueenShop,"['復古', '休閒']"
袖口剪接假兩件寬版上衣 三色售 M/L/XL,300,NT. 590,https://photo.queenshop.com.tw/01039891/01039891-01.jpg,袖口剪接假兩件寬版上衣男裝系列選用舒適透氣的彈性面料寬版版型 不限任何身形好穿好搭袖口剪接假兩件設計 單穿就有層次感下身搭配工裝褲 展現率性好看穿搭~,上衣,QueenShop,"['工裝', '休閒']"
撞色橫條紋開衩寬版上衣 兩色售,350,NT. 580,https://photo.queenshop.com.tw/01039897/01039897-14.jpg,撞色橫條紋開衩寬版上衣選用舒適柔軟的純棉面料寬版彈性設計 不限任何身形撞色橫條紋造型 俏皮有趣搭配工裝褲或布褲 穿出日常休閒Look!,上衣,QueenShop,"['休閒', '日系']"
不對稱打褶直筒西裝褲-杏 S/M/L,450,NT. 690,https://photo.queenshop.com.tw/04030495/04030495-12.jpg,不對稱打褶直筒西裝褲選用滑順親膚的西裝面料打褶設計 修飾腹部與大腿線條不對稱腰頭造型 增添設計小巧思上身搭配西裝背心 展現優雅氣質Look~,下身,QueenShop,"['優雅', '正裝']"
男裝 仿舊水洗口袋剪接短褲 兩色售 S-XL,420,NT. 790,https://photo.queenshop.com.tw/04130286/04130286-02.jpg,男裝 仿舊水洗口袋剪接短褲選用親膚有挺度的斜紋棉布料後鬆緊腰頭與寬版版型 合適任何身形剪接大口袋設計 兼具外型與機能上身搭配襯衫 展現日系文青風格~,下身,QueenShop,"['日系', '休閒']"
愛心吊飾附長背帶手拎小包 兩色售,300,NT. 690,https://photo.queenshop.com.tw/06020143/06020143-01.jpg,愛心吊飾附長背帶手拎小包選用滑順有挺度的皮革面料愛心吊牌造型 可愛有設計感附長背帶 不論手提或肩背都可以簡單搭配 穿出時尚有型Look!,配件,QueenShop,"['甜美', '休閒']"
編織撞色造型質感小包 四色售,150,NT. 490,https://photo.queenshop.com.tw/06070369/06070369-08.jpg,編織撞色造型質感小包選用柔軟舒適的人造布料撞色設計增添整體時尚感輕巧小包方便手拿簡單搭配穿出日系時尚LOOK！,配件,QueenShop,['日系']
